,label,text
355,1,"“Are we really prepared to say that we’re powerless in the face of such
carnage, that the politics are too hard?” Mr. Obama asked then."
356,1,"Less than a month later, Mr. Obama unveiled a proposal to overhaul the
nation’s gun laws that would have included universal background checks and a
spate of other measures he deemed “concrete steps” aimed at preventing more
mass shootings."
357,1,"“This is how we will be judged,” he said in January 2013."
358,1,"The judgment came just a few months later, as lawmakers from both
parties forcefully rejected the centerpiece of the president’s gun control
agenda."
359,1,"At the time, and also visibly upset, Mr. Obama stood in the Rose
Garden to denounce the opponents of new gun measures even as he
acknowledged the futility of his efforts."
360,1,"He called it a “shameful day” in Washington and promised that eventually,
“I believe we’re going to be able to get this done.” In a Twitter message on
Thursday, Dan Pfeiffer, who was a senior adviser to Mr. Obama until this year,
remembered that afternoon as “the most frustrated I ever saw President
Obama in 8 years.”
With each massacre since, Mr. Obama has been forced to help the country
grieve, as presidents are called upon to do in national tragedies."
361,1,"Thirteen dead
at the Washington Navy Yard; three dead at Fort Hood in Killeen, Tex."
362,1,"; nine
dead in a church in Charleston, S.C.
And with each massacre, his sense of powerless anger and frustration has
built."
363,1,"But what was different this time was that the president did not announce
any new initiative or effort to fix the problem."
364,1,"Instead, he pointed out that
there is “a gun for roughly every man, woman and child in America."
365,1,"So how
can you with a straight face make the argument that more guns will make us
safer?”
States and countries that have gun limits have far fewer gun deaths than
those that do not, he said."
366,1,"“So we know there are ways to prevent it,” he said."
367,1,"He pointed out that the government responds to mine disasters by
insisting on safer mines, to weather disasters by improving community safety,
and to highway deaths by fixing roads and insisting that drivers wear seatbelts."
368,1,"But guns are seen as so different that Congress has forbidden the federal
government even to collect certain statistics, he said."
369,1,"He rejected the notion
that the Constitution forbids even modest regulation of deadly weapons."
370,1,"He also asked news organizations to tally the number of Americans killed
by terrorist attacks over the last 10 years and compare that with the number
killed by domestic gun violence."
371,1,"And he implicitly compared the trillions of
dollars spent and multiple agencies devoted to preventing the relatively few
terrorism deaths with the minimal effort and money spent to prevent the far
greater number of gun deaths."
372,1,And then he challenged voters to make gun safety a priority.
373,1,"“If you think this is a problem, then you should expect your elected
officials to reflect your views,” he said."
374,1,"Mr. Obama has long been seen as fairly unemotional, even distant."
375,1,"His
speeches since being elected in 2008 have sometimes seemed like lectures
from the constitutional law professor he once was."
376,1,"But he is also a father, one
who insists on eating dinner with his daughters."
377,1,"Shootings, particularly at schools, have seemingly brought together his
roles as president and father in ways nothing else has."
378,1,"And that combination
brings forth the kind of raw emotion he almost never betrays."
379,1,"His eulogy in June for the victims of the massacre in Charleston, for
instance, was widely considered one of his most impassioned, and included
singing the opening refrain of “Amazing Grace.”
Thursday night, he had little of the soaring language and certainly none of
the hope he expressed in Charleston."
380,1,"But he promised to continue hammering
away at this issue for the rest of his presidency."
381,1,"“Each time this happens, I’m going to bring this up,” he said."
382,1,"“Each time
this happens, I’m going to say that we can actually do something about it.”
A version of this article appears in print on October 2, 2015, on page A1 of the New York edition
with the headline: ‘Save These Lives and Let These People Grow Up’ ."
383,1,"WASHINGTON — After the fatal shootings at a landmark black church in
Charleston, S.C., Senator Joe Manchin III, who sponsored gun safety
legislation that failed in Congress two years ago, released a statement
lamenting “the nine souls who were lost.”
One word the West Virginia Democrat did not use was guns."
384,1,"Neither did the Twitter message of Representative Mike Thompson,
Democrat of California and the head of the House Gun Violence Prevention
Task Force."
385,1,"Representative Nancy Pelosi of California, the liberal minority
leader, visibly shaken, said nothing about guns on Thursday morning."
386,1,"Nor did
Senator Patrick J. Toomey, the Pennsylvania Republican who was the coauthor
of Mr. Manchin’s legislation."
387,1,"Two and a half years after the massacre of 20 children at Sandy Hook
Elementary School in Newtown, Conn., galvanized some lawmakers to seek
modest gun control legislation, the prospects now are even more remote."
388,1,"Lawmakers, weary from the emotional fight and ultimate failure to get a
bill to enhance background checks for gun sales off the Senate floor two years
ago, seem resigned to the view that if 20 small children killed at a school
cannot move Congress, then nine black men and women shot dead by a white
man during Bible study will not, either."
389,1,"That reality was summed up by President Obama — tired from his
multiple mournful treks to his lectern speaking of gun deaths — on Thursday
afternoon."
390,1,"But recognizing that he sounded more resigned then than he
intended, Mr. Obama on Friday offered a more vigorous call for gun control
during a speech in San Francisco."
391,1,"“If Congress had passed some common-sense gun safety reforms after
Newtown, after a group of children had been gunned down in their own
classroom — reforms that 90 percent of the American people supported — we
wouldn’t have prevented every act of violence, or even most,” Mr. Obama said."
392,1,“We don’t know if it would have prevented what happened in Charleston.
393,1,"No
reform can guarantee the elimination of violence."
394,1,"But we might still have some
more Americans with us.”
Mr. Obama added: “You don’t see murder on this kind of scale with this
kind of frequency in any other advanced nation on earth."
395,1,"Every country has
violent, hateful or mentally unstable people."
396,1,"What’s different is not every
country is awash with easily accessible guns."
397,1,"And so I refuse to act as if this is
the new normal.”
But the reality is closer to Mr. Obama’s initial comments at the White
House on Thursday, when he said that today’s “politics in this town foreclose a
lot of those avenues right now.”
A variety of factors make this so."
398,1,"Since the 2012 shootings in Newtown,
Congress has added more pro-gun lawmakers to its ranks."
399,1,"Although roughly a
dozen states have passed major gun control legislation in the intervening
years, even more have loosened gun restrictions."
400,1,"Mr. Obama, who convened
his top aides in the Oval Office the night of the Newtown shootings to discuss
pushing for new gun laws, has put far more muscle into legislation where he
can find common ground with Republicans — like his trade package currently
before Congress — than face further frustration."
401,1,"The issue of gun violence has also been overshadowed by a focus on the
nation’s racial tensions after a series of killings of unarmed black men by the
police — and underscored by what appear to be the racist motivations of the
man charged in the killings at Emanuel African Methodist Episcopal Church in
Charleston on Wednesday night."
402,1,"Senator Bernie Sanders, independent of Vermont and a presidential
candidate who has supported control legislation in the past, canceled a
campaign stop planned for Sunday and issued a statement saying, “The
Charleston church killings are a tragic reminder of the ugly stain of racism that
still taints our nation.”
In Charleston on Thursday, a half-block from the church where the
shootings occurred, Jack Logan unfurled a banner that read, “Put Down the
Guns, Young People.” Jareem Brady, 42, stood talking animatedly next to Mr.
Logan’s banner, but said that racial discrimination was a bigger issue than
guns."
403,1,"“That’s what this is about,” he said."
404,1,The silence is frustrating to some lawmakers.
405,1,"“Justified or not, there has
traditionally been a reluctance to talk about policy in the 24 hours after a
massive tragedy,” said Senator Christopher S. Murphy, Democrat of
Connecticut, who continues to advocate gun legislation."
406,1,"“I really believe that
our silence is making us complicit in these murders.”
Americans have sent mixed messages on guns."
407,1,"A Pew survey last year showed that 52 percent of Americans said they
thought it was important to protect gun ownership rights."
408,1,"That figure was up
from 29 percent in 2000."
409,1,"In a 2013 poll, Pew found that nearly 75 percent of
respondents supported expansion of background checks, which has been the
focus of much federal and state legislation."
410,1,"Still, more, not fewer, guns is the solution many state lawmakers and the
National Rifle Association are pushing to combat violent episodes."
411,1,"On a
firearms Internet forum this week, an N.R.A."
412,1,"board member, Charles Cotton,
indirectly blamed Emanuel A.M.E.’s pastor, Clementa C. Pinckney, for his own
violent death, by criticizing Mr. Pinckney’s votes as a South Carolina state
senator against proposals that would allow gun owners to conceal their
weapons when they carry them in public."
413,1,"“Eight of his church members who might be alive if he had expressly
allowed members to carry handguns in church are dead,” Mr. Cotton wrote."
414,1,"Mr. Murphy recently introduced legislation to help states develop
licensing programs similar to Connecticut’s relatively new handgun purchasing
law, which helps prevent those who would not pass a background check from
buying guns."
415,1,"Mr. Thompson, the California Democrat, said he was waiting to address
guns publicly: “I think it is important to pay respect to the victims.” He added,
“I will never stop working on gun issues.”
But most lawmakers have turned to mental health legislation, including
Senator Murphy, who is working with Senator Bill Cassidy, Republican of
Louisiana, on a bill to overhaul the nation’s mental health programs."
416,1,"Both men
have also teamed up with Representative Tim Murphy, Republican of
Pennsylvania, who just introduced a mental health bill of his own, an area
where there will likely be broad, bipartisan support in Congress."
417,1,"“There have been too many days since December 2012 that have brought
that sinking feeling back to my stomach,” Senator Murphy said."
418,1,"He added: “I
never feel lonely on issues related to gun violence because 90 percent of the
American people agree with me and the vast majority of gun owners want the
kind of reform that failed in the Senate two years ago."
419,1,There is a reckoning.
420,1,"I
just can’t tell you how we get there.”"
421,1,"HOUSTON — Students and faculty members at public and private universities
in Texas could be allowed to carry concealed handguns into classrooms,
dormitories and other buildings under a bill passed over the weekend by the
Republican-dominated Legislature."
422,1,"The measure is being hailed as a victory by
gun rights advocates and criticized by many students and professors as
irresponsible and unnecessary."
423,1,"The so-called campus-carry bill is expected to be signed into law by the
Republican governor, Greg Abbott."
424,1,"It would take effect in August 2016 at
universities and August 2017 at community colleges."
425,1,"Supporters say it will make college campuses safer by not preventing
licensed gun owners from defending themselves and possibly saving lives
should a mass shooting occur, such as the one that unfolded at Virginia Tech
University in 2007."
426,1,"Opponents say the notion that armed students would make a campus safer
is an illusion that will have a chilling effect on campus life."
427,1,"Professors said they
worry about inviting a student into their offices to talk about a failing grade if
they think that student is armed."
428,1,"And Democratic lawmakers and some
university leaders worry about increased security costs and the bill’s effect on
recruiting potential teachers and students from other states."
429,1,"“The perception in academia will be that Texas is a free-fire zone with
yokels in the classrooms packing heat,” said Lynn W. Tatum, a professor at
Baylor University in Waco and the former president of the Texas conference of
the American Association of University Professors."
430,1,"Texas will be one of eight states to allow the carrying of concealed
weapons on public college campuses, joining Colorado, Idaho, Kansas,
Mississippi, Oregon, Utah and Wisconsin, according to the National
Conference of State Legislatures."
431,1,"Nineteen others ban concealed weapons on
campus, including California, Florida and New York, and 23 others, including
Alabama and Arizona, leave the decision to the colleges or state board of
regents."
432,1,"The bill that passed in Texas was something of a compromise that allows
private universities to opt out and public ones to designate parts of their
campuses as gun-free zones."
433,1,"But coming at a time when legislatures have
allowed guns at places from bars to houses of worship, it reflects the seemingly
limitless legislative clout of gun interests, particularly in Republicandominated
states."
434,1,"One of the most prominent opponents of the campus-carry bill was an
unlikely figure — a former member of the Navy SEALs."
435,1,"Adm. William H.
McRaven, the former commander of United States Special Operations forces
who directed the raid that killed Osama bin Laden, is now the chancellor of the
15-campus University of Texas System."
436,1,"“I’m a guy that loves my guns,” Admiral McRaven said."
437,1,"“I have all sorts of
guns."
438,1,I just don’t think bringing guns on campus is going to make us any safer.
439,1,"If you’ve ever been shot at, which I have, then you have an appreciation for
what a gun can do.”
In addition to the campus-carry bill, Republican lawmakers also approved
an open-carry bill, which gives those licensed to have a concealed weapon the
option of carrying it openly in a holster, although open carry will not be
allowed on a college campus."
440,1,"The debate over both bills made gun rights a
dominant issue of the legislative session."
441,1,"One of the bill’s chief architects was Senator Brian Birdwell, a Republican
and a retired Army lieutenant colonel wounded in the Sept. 11, 2001, attack on
the Pentagon."
442,1,"Those backing it included local and national gun rights groups,
including Students for Concealed Carry and the state affiliate of the National
Rifle Association; Tea Party activists; and Sheriff Parnell McNamara of
McLennan County, which includes Waco."
443,1,"Other law enforcement officials
testified against the bill, including Adrian Garcia, who at the time was the
sheriff of Harris County, which includes Houston."
444,1,"Supporters said that because Texans licensed to have concealed firearms
must be 21 years or older, the number of the state’s 850,000 license holders
who will ultimately carry on campus will be small, and will most likely be older
community college students more interested in protecting themselves as they
walk to their cars at night on campus than in carrying their weapons to a
fraternity party."
445,1,"“An armed society is a safe society, so any time you have gun control, there
is far more opportunity to become victims,” said State Representative
Jonathan Stickland, a Republican and Tea Party favorite who often does his
legislative work at the Capitol wearing his concealed .40-caliber semiautomatic
pistol."
446,1,“The criminals aren’t going to obey the laws.
447,1,"It’s the responsible folks
who we should be encouraging to protect themselves in the community they
live in.”
At the University of Texas at Austin, interviews with more than a dozen
students Tuesday found little support for campus carry."
448,1,"The university was the
scene of the nation’s first campus mass shooting on Aug. 1, 1966, when a
sniper, Charles Whitman, fired at people from the school’s clock tower in a day
of violence that left 16 people dead."
449,1,"The campus-carry law will take effect there
Aug. 1, 2016, exactly 50 years later."
450,1,"“I don’t think guns should be allowed, because that’s pretty scary,” said
Sarah Wang, 18, a computer science major and sophomore who stood near the
tower."
451,1,"“We’ve already seen so many instances where people get hurt because
there are guns in schools.”
In some ways, the legislative battle over the bill was symbolic."
452,1,"For years,
Texans who were licensed by the state to carry a concealed firearm had never
been prohibited under the law from walking on or through the grounds of most
college campuses with their weapon."
453,1,"The bill gives those licensed to carry a
concealed firearm the right to have their firearms while they are inside
buildings and clarifies that they can be armed while on campus, although
several caveats pushed by Democratic lawmakers will dampen the impact of
the legislation."
454,1,"The bill gives private and independent colleges the option of opting out
entirely."
455,1,"Public colleges have no such option, but lawmakers allowed university
presidents at public institutions to come up with concealed-weapons
regulations that could let them establish gun-free zones on their campuses."
456,1,"The bill says university officials can establish “reasonable rules,” but states
those regulations cannot “generally prohibit” license holders from carrying
concealed handguns on campus."
457,1,"“While the passage of campus carry is disappointing, the legislation is
better than it could have been in that we will be able to exercise some local
control,” said Neal J. Smatresk, president of the University of North Texas, a
public institution in Denton."
458,1,"“We need to review the legislation thoroughly to
ensure that we understand our latitude in controlling concealed carry on
campus.”
The Texas version of campus carry is more watered down than the laws
passed by other states."
459,1,"In Utah, the presidents of the public colleges have no
discretion to write concealed-handgun rules."
460,1,"At Southern Utah University in
Cedar City, students and faculty can have concealed weapon just about
anywhere on campus — in classrooms, dormitory buildings and at sporting
events."
461,1,"“It’s never been an issue,” said Rick Brown, the university’s chief of police."
462,1,"The only episode he could recall was the day a few years ago when a
teacher found a loaded clip in a classroom after class was dismissed and
notified the campus police."
463,1,"Mr. Brown said the clip apparently fell out of a
student’s backpack during class."
464,1,"WHITE HILLS, Ariz. — Antonio Nárdiz, a Spanish tourist from Bilbao, said he
had chosen a family vacation to America for one specific reason: to fulfill his
sons’ dreams of firing real machine guns."
465,1,"In Spain, he noted, 10-year-old Jon
and 12-year-old Toni, like all other civilians, are forbidden to use automatic
weapons."
466,1,"Mr. Nárdiz, 47, had heard that a family trip to an American gun range
turned tragic last year when a 9-year-old girl lost control of an Uzi submachine
gun, killing her instructor."
467,1,"So when Mr. Nárdiz selected that same range for his
family’s adventure — a place called Last Stop, just an hour’s drive from Las
Vegas — he called ahead to ask about security."
468,1,"Someone told him, “It’s
practically impossible for an accident to occur,” he said."
469,1,"In the year since a New Jersey girl visited Last Stop and accidentally killed
Charles Vacca, a 39-year-old father of four, little has changed in the nation’s
tourist-oriented machine gun ranges."
470,1,"Last Stop’s range, which receives 100 to
200 visitors a week, is one of about a dozen places in the Las Vegas area that
offer machine gun adventures."
471,1,"“I promised that one day I would bring them to fire guns,” Mr. Nárdiz said
just after his children had used automatic weapons to pound bullets into a dirtpacked
berm."
472,1,"“So I looked on the Internet, and I found this place."
473,1,"Everyone
spoke very highly of it."
474,1,"And the truth is that it’s fantastic.”
Mr. Vacca’s death on Aug. 25 prompted a brief but impassioned
conversation: Should Arizona and other states continue to allow children to
fire automatic weapons?"
475,1,"A video of the girl and the gun in the moments before
Mr. Vacca’s death — she wore pink shorts and a ponytail — helped fuel the
debate."
476,1,"This summer, the owner of Last Stop placed the blame squarely on his
employee, saying that while Mr. Vacca had been a beloved instructor, he had
died because he broke a company rule by standing next to the girl, not behind
her."
477,1,"The power of the gun in the hands of a preteen, the owner said, was not to
blame."
478,1,"“We operate at the highest — a higher level of safety than most of the gun
ranges I’ve visited all over the world,” said the owner, Sam Scarmardo, 63."
479,1,"Since Mr. Vacca’s death, he said, “there really wasn’t an awful lot of safety
improvement.”
Workers at several Las Vegas ranges said they still allowed children to
shoot, noting that they had long worked with young people and were well
equipped to do so."
480,1,"The Range 702 in Las Vegas, for example, allows people
ages 10 and up to shoot and has benches that instructors can adjust to different
heights."
481,1,Last Stop is a gas station and burger joint near the Nevada border.
482,1,"Mr.
Scarmardo added the range in 2013, and it is associated with a company called
Bullets and Burgers that picks up families and party groups at Las Vegas hotels
and brings them here to shoot guns and then enjoy a hamburger and a beer."
483,1,"The company promises visitors a “Desert Storm atmosphere” and the
opportunity to shoot “the actual firearms” used in movies like “Rambo: First
Blood Part II.”
To many visitors, the experience is as quintessentially American as a
roller-coaster ride at Disney World or a boat tour at Niagara Falls."
484,1,"“This is the American dream, right?” said Daniel Calvo, 31, a Spanish
tourist who had just sent a burst of bullets flying as five friends in flip-flops
and shorts cheered him on."
485,1,"“The guns, the trip to the Grand Canyon, the trip to
Las Vegas.”
After Mr. Vacca’s death, a sheriff’s investigation ruled the killing an
accident, and an inspection of the range by the Arizona Division of
Occupational Safety and Health found only violations it deemed minor, like
failing to train an employee in the safe use of work-related chemicals."
486,1,"Mr. Scarmardo said he had decided after the accident to raise the age
requirement for shooting to 12, from 9, though employees are allowed to waive
that rule when they deem a child large and mature enough to handle a
powerful weapon."
487,1,"“If you’ve got a kid who is five feet tall and as mature as a 25-year-old, he
can shoot,” Mr. Scarmardo said."
488,1,"He added that children were typically restricted to using M16s or belt-fed
guns that rest on a table or other surface, though a range employee later said
he was unaware of that rule."
489,1,"Nearly all instructors have military experience and receive two weeks of
training before they can assist clients."
490,1,"Tourists receive a safety briefing of five
to 10 minutes before they pull a trigger."
491,1,"After Mr. Vacca’s death, legislators in at least two states, Arizona and
Louisiana, tried to pass laws that would have set a minimum age for handling
an automatic weapon."
492,1,Both efforts failed.
493,1,"State Representative Victoria Steele,
a Democrat who proposed the Arizona bill, said her colleagues would not
consider supporting a bill that restricted gun use, fearing a backlash from the
National Rifle Association."
494,1,"Twenty-seven states and the District of Columbia have laws that restrict
firearm use by children in some way, according to the Law Center to Prevent
Gun Violence."
495,1,"In the days after Mr. Vacca’s death, his children released a video in which
they forgave the girl, who had come here with her parents and brother."
496,1,"In their
first statement since the video, the children — Ashley, 20, Elizabeth, 16, Tylor,
15, and Christopher, 12 — said through lawyers that they wanted legislation
that would set age minimums for using automatic weapons."
497,1,"“They say over and over again: We don’t want this to happen again,” said
Marc Lamber, a lawyer for the Vacca family."
498,1,"“What do we need to do to stop
this from happening again?”
The family has decided not to sue the range or the girl, he said, choosing
to focus on changing the law."
499,1,"“Children shouldn’t be firing automatic
weapons,” Mr. Lamber added."
500,1,"“It’s just a matter of common sense.” The
parents of the girl, identified by police as the MacLachlans, declined to
comment."
501,1,"On a recent weekday, Mr. Calvo, one of the Spanish tourists, was surprised
to learn from a reporter that Last Stop was the scene of the killing he had
heard about last year."
502,1,"One of his friends, Samuel Pueyo, 29, said: “Shooting is
fine as an experience, but for adults — not for children."
503,1,"It’s not ethical for a
child.”
But Mr. Nárdiz said he felt very safe, and his children, Jon and Toni,
agreed."
504,1,"“Oh, my God,” Jon said, rattling off the names of the guns he had fired:
the MP5, the M4."
505,1,"“At the beginning it was a little scary, but it was so much
fun.”"
506,1,"GREENVILLE, S.C. — Jeb Bush invited a firestorm on Friday by saying that “stuff happens” in reference to renewed calls for legislative action after tragedies like the mass shooting in Oregon."
507,1,"“I had this challenge as governor because we had — look, stuff happens,” he said at a forum in South Carolina."
508,1,"“There’s always a crisis and the impulse is always to do something, and it’s not necessarily the right thing to do.”

The inelegant phrase immediately set off a wave of criticism from observers suggesting he was playing down the scourge of gun violence and the tragedy on Thursday, in which a gunman killed nine people at a community college in Roseburg, Ore.

Mr Bush, taking questions from the state’s attorney general, Alan Wilson, was speaking about a pattern of proposing legislative responses that he said did not halt the tragedies they were meant to stop."
509,1,"Asked afterward about the “stuff happens” comment, Mr. Bush said, “it wasn’t a mistake,” and requested that a reporter point out “what I said wrong.”

“Things happen all the time,” Mr. Bush said."
510,1,“Things.
511,1,"Is that better?”

Asked what he meant, Mr. Bush said he was talking more generally about the tendency to pass laws in response to tragic events."
512,1,"“Tragedies,” he said."
513,1,“A child drowned in a pool and the impulse is to pass a law that puts fencing around pools.
514,1,Well it may not change it.
515,1,Or you have a car accident and the impulse is to pass a law that deals with that unique event.
516,1,"And the cumulative effect of this is, in some cases, you don’t solve the problem by passing the law, and you’re imposing on large numbers of people burdens that make it harder for our economy to grow, make it harder to protect liberty.”

Mr. Bush said he was not referring specifically to Oregon when he said “stuff happens.”

At the forum at Furman University in Greenville, S.C., Mr. Bush boasted of his pro-gun record as Florida governor, recalling awards he received from the National Rifle Association and noting that he once received a gun from the group’s former president, Charlton Heston."
517,1,"At a news conference in Washington, President Obama was asked to respond to Mr. Bush’s comments after being read a small portion of them."
518,1,"“I don’t even think I have to react to that one,” Mr. Obama said, adding, “The American people should hear that.”

A spokeswoman for Mr. Bush, Allie Brandenburger, said in an email that Mr. Bush’s critics were “taking shameless advantage of a horrific tragedy.”

“It is sad and beyond craven that liberal Democrats, aided and abetted by some in the national media, would dishonestly take Governor Bush’s comments out of context in a cheap attempt to advance their political agenda in the wake of a tragedy,” she said."
519,1,"It’s a tragedy that has become almost a routine — a young man goes on a shooting rampage at an American school, leaving behind nothing but bodies, grief and unanswered questions."
520,1,"At least 10 are dead, including the shooter, and seven are injured after a mass shooting at Umpqua Community College in Roseburg, Ore., on Thursday."
521,1,"Police say the male shooter died in a shootout with police, who arrived at the scene within minutes of receiving an emergency phone call that came in at 10:38 a.m. local time."
522,1,"“It has been a terrible day,” said Douglas County Sheriff John Hanlin during a news conference."
523,1,Hanlan said that police cornered the shooter in a campus building and exchanged gunfire.
524,1,"“The shooter threat was neutralized,” he said."
525,1,"Late Thursday, a government official identified the shooter as Chris Harper Mercer, 26."
526,1,"A law enforcement official said the shooter had three weapons, handguns and at least one long gun, the New York Times reported."
527,1,Hanlin made no guesses as to the shooter’s motive and said the investigation is still ongoing and will likely be a long one.
528,1,"The sheriff’s department could only confirm 10 dead and seven injured at this time, Hanlin said."
529,1,Oregon Attorney General Ellen Rosenblum had earlier reported that there were at least 13 dead and 20 injured.
530,1,"The college in rural southwestern Oregon has about 3,000 students and is busy on weekday mornings, officials said."
531,1,Kortney Moore told local newspaper the Roseburg News-Review that she saw her writing teacher get shot in the head by a stray bullet that went through a window.
532,1,The 18-year-old said she heard the shooter enter a nearby classroom in Snyder Hall and order people to get on the ground.
533,1,"He lined people up and asked them to state their religion before opening fire, she said."
534,1,"Brady Winder, 23, told the newspaper that he had been in the classroom next door."
535,1,"He heard a thud and then gunfire before seeing students run out of a classroom “like ants,” adding that people were screaming, “Get out!”
He said he saw one woman swim across a creek to get away."
536,1,"It is the 45th school shooting in the United States this year, and the 142nd since the 2012 massacre at Sandy Hook Elementary School in Newtown, Conn., according to gun-control advocacy group Moms Demand Action."
537,1,U.S. President Barack Obama made an address expressing his condolences and begging lawmakers to change the gun control laws in America.
538,1,"“We see one of these every few months,” Obama lamented."
539,1,“Each time this happens I’m going to bring this up.
540,1,Each time this happens I am going to say we can actually do something about it.
541,1,"But we’re going to have to change our laws.”
If the news of another school shooting feels routine, Obama argued, so too does the response on both sides of the gun-control debate."
542,1,"Calls for stricter gun regulations in the U.S. have met with fierce opposition in Congress, and many expressed outrage on social media that today’s tragedy could have been prevented."
543,1,But those against tighter gun regulations accuse anti-gun advocates of “politicizing” the tragedy.
544,1,"Hanlin, the sheriff overseeing the investigation, has been vocal in opposing state and federal gun-control legislation."
545,1,He told a legislative committee in March that a background-check mandate wouldn’t prevent criminals from getting firearms.
546,1,"Hanlin also sent a letter to Vice-President Joe Biden in 2013, after the Sandy Hook shootings."
547,1,"Hanlin said he and his deputies would refuse to enforce new gun-control restrictions “offending the constitutional rights of my citizens.”
In the aftermath of the shooting, students who weren’t injured were evacuated to a nearby fairground where they were offered counselling."
548,1,It was intended to be a place where their parents could pick them up.
549,1,"But in the panic, many parents still didn’t know who was safe and who was in hospital."
550,1,"“It is extremely sad to watch these families wait for the last bus,” said interim college president Rita Cavin."
551,1,"Jessica Chandler, of Myrtle Creek, south of Roseburg, was at the fairground desperately seeking information about her 18-year-old daughter, Rebecka Carnes."
552,1,“I don’t know where she is.
553,1,I don’t know if she’s wounded.
554,1,"I have no idea where she’s at,” Chandler said."
555,1,"Carnes’ best friend told Chandler that her daughter had been flown by helicopter to a hospital, but she had not been able to find her at area medical centres."
556,1,PARIS—France’s Interior Ministry said the Paris rally for unity against terrorism on Sunday was the largest demonstration in France’s history — a march organized to show harmony after three days of attacks that left 17 dead.
557,1,"Calling the rally “unprecedented,” the ministry said the demonstrators were so numerous they spread beyond the official march route, making them impossible to count."
558,1,"French media estimated up to 3 million took part, more than the numbers who took to Paris streets when the Allies liberated the city from the Nazis in World War II."
559,1,"Their arms linked, more than 40 world leaders headed the sombre procession, setting aside their differences for a manifestation that French President François Hollande said turned the city into “the capital of the world.”

Israeli Prime Minister Benjamin Netanyahu stood near Palestinian President Mahmoud Abbas."
560,1,Ukrainian President Petro Poroshenko and Russian Foreign Minister Sergey Lavrov also marched.
561,1,"The deadly attacks on a satirical newspaper, kosher market and police marked a turning point for France that some compared to Sept. 11."
562,1,"In the weeks and months ahead, the cruelty will test how attached the French — an estimated 5 million of whom are Muslims — really are to their liberties and to each other."
563,1,"“Our entire country will rise up toward something better,” Hollande said Sunday."
564,1,"The aftermath of the attacks remained raw, withvideo emerging of one of the gunmen killed during police raids pledging allegiance to the Islamic State group and detailing how the attacks were going to unfold."
565,1,"Also, a new shooting was linked to that gunman, Amedy Coulibaly, who was killed Friday along with the brothers behind a massacre at satirical newspaper Charlie Hebdo in nearly simultaneous raids by security forces."
566,1,"Rallies were planned throughout France and major cities around the world, including London, Madrid and New York — all attacked by al-Qaida-linked extremists — as well as Toronto, Montreal, Cairo, Sydney, Stockholm, Tokyo and elsewhere."
567,1,"Children, grandparents, Muslims, Jews, Christians, workers, bosses — all joined together in streets and plazas thronged with crowds throughout eastern Paris."
568,1,"On Paris’ Republic Square, deafening applause rang out as the world leaders walked past, amid tight security and an atmosphere of togetherness amid adversity."
569,1,"Families of the victims, holding each other for support, marched in the front along with the leaders, along with journalists working for newspaper Charlie Hebdo, the target of the attack that started three days of terror."
570,1,Several wept openly.
571,1,"“I Am Charlie,” read legions of posters and banners."
572,1,"Many waved editorial cartoons, and the French tricolour and other national flags."
573,1,The leaders marched down Voltaire Boulevard — named after the Enlightenment-era figure who symbolizes France’s attachment to freedom of expression.
574,1,"One marcher bore a banner with his famed pledge: “I do not agree with what you say, but I will fight to the death to defend your right to say it.”
“It’s important to be here for freedom for tolerance and for all the victims."
575,1,"It’s sad we had to get this point for people to react against intolerance racism and fascism,” said Caroline Van Ruymbeke, 32."
576,1,"The three days of terror began Wednesday when brothers Said and Cherif Kouachi stormed the newsroom of Charlie Hebdo, killing 12 people."
577,1,"Al Qaeda’s branch in Yemen said it directed the attack by the masked gunmen to avenge the honour of the Prophet Muhammad, a frequent target of the weekly’s satire."
578,1,"Charlie Hebdo assailed Christianity, Judaism as well as officialdom of all stripes with its brand of sometimes crude satire that sought to put a thumb in the eye of authority and convention."
579,1,"On Thursday, police said Coulibaly killed a policewoman on the outskirts of Paris and on Friday, the attackers converged."
580,1,"While the Kouachi brothers holed up in a printing plant near Charles de Gaulle airport, Coulibaly seized hostages inside a kosher market."
581,1,It all ended at dusk Friday with near-simultaneous raids at the printing plant and the market that left all three gunmen dead.
582,1,Four hostages at the market were also killed.
583,1,"Five people who were held in connection with the attacks were freed late Saturday, leaving no one in custody, according to the Paris prosecutor’s office."
584,1,Coulibaly’s widow is still being sought and was last traced near the Turkey-Syrian border.
585,1,"Early Sunday, police in Germany detained two men suspected of an arson attack against a newspaper that republished cartoons from Charlie Hebdo."
586,1,No one was injured in that attack.
587,1,“The terrorists want two things: they want to scare us and they want to divide us.
588,1,We must do the opposite.
589,1,"We must stand up and we must stay united,” French Foreign Minister Laurent Fabius told French TV channel iTele on Sunday."
590,1,France remains on high alert while investigators determine whether the attackers were part of a larger extremist network.
591,1,"More than 5,500 police and soldiers were being deployed on Sunday across France, about half of them to protect the march."
592,1,"The others were guarding synagogues, mosques, schools and other sites around France."
593,1,"“I hope that we will again be able to say we are happy to be Jews in France,” said Haim Korsia, the chief rabbi in France, who planned to attend the rally."
